,has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match
1153,0,4,female,32.0,26.0,6,[4-6],latino/hispanic american,european/caucasian-american,0,1.0,1.0,[0-1],[0-1],microbiology,18.0,18.0,18.0,19.0,13.0,14.0,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],5.0,7.0,6.0,6.0,6.0,4.0,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],5.0,8.0,7.0,5.0,5.0,4.0,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],-0.03,[-1-0],7.0,5.0,2.0,[7-10],[4-9],[0-2],6.0,6.0,[6-8],[5-6],0.0,0,0,0
1154,0,4,female,32.0,26.0,6,[4-6],latino/hispanic american,latino/hispanic american,1,1.0,1.0,[0-1],[0-1],microbiology,10.0,20.0,20.0,22.0,6.0,22.0,[0-15],[16-20],[16-20],[21-100],[0-15],[21-100],7.0,7.0,8.0,8.0,8.0,8.0,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],5.0,8.0,8.0,6.0,6.0,5.0,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],0.44,[0.33-1],7.0,5.0,2.0,[7-10],[4-9],[0-2],6.0,4.0,[6-8],[0-4],0.0,0,1,0
1155,0,4,female,32.0,29.0,3,[2-3],latino/hispanic american,european/caucasian-american,0,1.0,1.0,[0-1],[0-1],microbiology,50.0,7.0,20.0,23.0,0.0,0.0,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7.0,7.0,7.0,7.0,6.0,6.0,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],4.0,6.0,7.0,4.0,7.0,3.0,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],0.14,[0-0.33],7.0,5.0,2.0,[7-10],[4-9],[0-2],4.0,3.0,[0-5],[0-4],0.0,0,1,0
1157,0,4,female,32.0,28.0,4,[4-6],latino/hispanic american,european/caucasian-american,0,1.0,1.0,[0-1],[0-1],microbiology,30.0,30.0,20.0,10.0,10.0,0.0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],4.0,6.0,7.0,7.0,7.0,7.0,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],7.0,5.0,6.0,7.0,5.0,7.0,[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],0.67,[0.33-1],7.0,5.0,2.0,[7-10],[4-9],[0-2],7.0,5.0,[6-8],[5-6],0.0,1,0,0
1158,0,4,female,32.0,30.0,2,[2-3],latino/hispanic american,other,0,1.0,1.0,[0-1],[0-1],microbiology,20.0,25.0,25.0,15.0,5.0,10.0,[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],5.0,8.0,9.0,8.0,7.0,5.0,[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],2.0,5.0,7.0,4.0,7.0,5.0,[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],0.62,[0.33-1],7.0,5.0,2.0,[7-10],[4-9],[0-2],3.0,4.0,[0-5],[0-4],0.0,0,0,0
1160,0,4,female,32.0,32.0,0,[0-1],latino/hispanic american,european/caucasian-american,0,1.0,1.0,[0-1],[0-1],microbiology,30.0,10.0,30.0,20.0,10.0,0.0,[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],9.0,8.0,7.0,5.0,5.0,4.0,[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],4.0,5.0,6.0,3.0,7.0,3.0,[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],0.1,[0-0.33],7.0,5.0,2.0,[7-10],[4-9],[0-2],4.0,3.0,[0-5],[0-4],0.0,0,1,0
1161,0,4,female,32.0,26.0,6,[4-6],latino/hispanic american,european/caucasian-american,0,1.0,1.0,[0-1],[0-1],microbiology,40.0,5.0,20.0,10.0,10.0,15.0,[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],7.0,7.0,9.0,8.0,8.0,7.0,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],5.0,5.0,5.0,5.0,5.0,5.0,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],0.1,[0-0.33],7.0,5.0,2.0,[7-10],[4-9],[0-2],4.0,6.0,[0-5],[5-6],0.0,0,0,0
1162,0,4,female,32.0,27.0,5,[4-6],latino/hispanic american,european/caucasian-american,0,1.0,1.0,[0-1],[0-1],microbiology,20.0,15.0,25.0,15.0,20.0,5.0,[16-20],[0-15],[21-100],[0-15],[16-20],[0-15],6.0,6.0,6.0,6.0,6.0,5.0,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],6.0,2.0,5.0,5.0,5.0,2.0,[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],0.68,[0.33-1],7.0,5.0,2.0,[7-10],[4-9],[0-2],4.0,0.0,[0-5],[0-4],0.0,0,0,0
1163,0,4,female,32.0,25.0,7,[7-37],latino/hispanic american,black/african american,0,1.0,1.0,[0-1],[0-1],microbiology,30.0,15.0,20.0,20.0,0.0,5.0,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],7.0,9.0,9.0,8.0,7.0,9.0,[6-8],[9-10],[9-10],[6-8],[6-8],[9-10],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],5.0,5.0,7.0,8.0,7.0,5.0,[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],0.17,[0-0.33],7.0,5.0,2.0,[7-10],[4-9],[0-2],7.0,5.0,[6-8],[5-6],0.0,1,1,1
1164,0,4,female,32.0,22.0,10,[7-37],latino/hispanic american,latino/hispanic american,1,1.0,1.0,[0-1],[0-1],microbiology,10.0,20.0,35.0,10.0,5.0,20.0,[0-15],[16-20],[21-100],[0-15],[0-15],[16-20],10.0,10.0,10.0,8.0,8.0,8.0,[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],4.0,6.0,8.0,6.0,5.0,5.0,[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],-0.06,[-1-0],7.0,5.0,2.0,[7-10],[4-9],[0-2],5.0,4.0,[0-5],[0-4],0.0,0,1,0
1165,0,4,female,32.0,21.0,11,[7-37],latino/hispanic american,european/caucasian-american,0,1.0,1.0,[0-1],[0-1],microbiology,19.0,24.0,21.0,23.0,5.0,8.0,[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],7.0,7.0,8.5,6.5,9.0,4.0,[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],4.0,8.0,8.0,5.0,7.0,6.0,[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],0.71,[0.33-1],7.0,5.0,2.0,[7-10],[4-9],[0-2],7.0,7.0,[6-8],[7-10],0.0,0,0,0
1166,0,4,female,32.0,24.0,8,[7-37],latino/hispanic american,european/caucasian-american,0,1.0,1.0,[0-1],[0-1],microbiology,10.0,20.0,35.0,20.0,0.0,15.0,[0-15],[16-20],[21-100],[16-20],[0-15],[0-15],7.0,8.0,9.0,8.0,8.0,5.0,[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],4.0,0.0,8.0,7.0,7.0,6.0,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],0.76,[0.33-1],7.0,5.0,2.0,[7-10],[4-9],[0-2],7.0,7.0,[6-8],[7-10],0.0,1,1,1
1167,0,4,female,32.0,25.0,7,[7-37],latino/hispanic american,asian/pacific islander/asian-american,0,1.0,1.0,[0-1],[0-1],microbiology,15.0,10.0,30.0,10.0,5.0,30.0,[0-15],[0-15],[21-100],[0-15],[0-15],[21-100],7.0,10.0,8.0,8.0,6.0,7.0,[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],5.0,5.0,9.0,6.0,5.0,5.0,[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],0.65,[0.33-1],7.0,5.0,2.0,[7-10],[4-9],[0-2],6.0,0.0,[6-8],[0-4],0.0,0,1,0
1169,0,4,female,32.0,27.0,5,[4-6],latino/hispanic american,asian/pacific islander/asian-american,0,1.0,1.0,[0-1],[0-1],microbiology,20.0,20.0,20.0,20.0,10.0,10.0,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],2.0,6.0,6.0,5.0,5.0,3.0,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],30.0,30.0,30.0,5.0,0.0,5.0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,7.0,8.0,5.0,[6-8],[9-10],[6-8],[6-8],[0-5],3.0,5.0,5.0,4.0,5.0,4.0,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],0.43,[0.33-1],7.0,5.0,2.0,[7-10],[4-9],[0-2],4.0,4.0,[0-5],[0-4],0.0,0,0,0
1170,0,4,female,30.0,28.0,2,[2-3],european/caucasian-american,asian/pacific islander/asian-american,0,3.0,5.0,[2-5],[2-5],masters of social work,20.0,20.0,20.0,10.0,10.0,20.0,[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],7.0,7.0,7.0,7.0,7.0,5.0,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],20.0,25.0,15.0,15.0,15.0,10.0,[16-20],[21-100],[0-15],[0-15],[0-15],[0-15],7.0,9.0,9.0,8.0,9.0,[6-8],[9-10],[9-10],[6-8],[9-10],4.0,1.0,4.0,1.0,10.0,1.0,[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],0.3,[0-0.33],4.0,4.0,3.0,[0-4],[4-9],[3-5],1.0,3.0,[0-5],[0-4],0.0,0,0,0
1171,0,4,female,30.0,26.0,4,[4-6],european/caucasian-american,european/caucasian-american,1,3.0,5.0,[2-5],[2-5],masters of social work,18.0,18.0,18.0,19.0,13.0,14.0,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],5.0,7.0,6.0,6.0,5.0,6.0,[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],20.0,25.0,15.0,15.0,15.0,10.0,[16-20],[21-100],[0-15],[0-15],[0-15],[0-15],7.0,9.0,9.0,8.0,9.0,[6-8],[9-10],[9-10],[6-8],[9-10],5.0,6.0,7.0,5.0,6.0,2.0,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],-0.37,[-1-0],4.0,4.0,3.0,[0-4],[4-9],[3-5],4.0,5.0,[0-5],[5-6],0.0,0,0,0
1173,0,4,female,30.0,29.0,1,[0-1],european/caucasian-american,european/caucasian-american,1,3.0,5.0,[2-5],[2-5],masters of social work,50.0,7.0,20.0,23.0,0.0,0.0,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],6.0,6.0,6.0,5.0,7.0,4.0,[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],20.0,25.0,15.0,15.0,15.0,10.0,[16-20],[21-100],[0-15],[0-15],[0-15],[0-15],7.0,9.0,9.0,8.0,9.0,[6-8],[9-10],[9-10],[6-8],[9-10],7.0,8.0,7.0,7.0,5.0,4.0,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],0.01,[0-0.33],4.0,4.0,3.0,[0-4],[4-9],[3-5],7.0,7.0,[6-8],[7-10],0.0,1,0,0
1175,0,4,female,30.0,28.0,2,[2-3],european/caucasian-american,european/caucasian-american,1,3.0,5.0,[2-5],[2-5],masters of social work,30.0,30.0,20.0,10.0,10.0,0.0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],5.0,7.0,9.0,5.0,4.0,9.0,[0-5],[6-8],[9-10],[0-5],[0-5],[9-10],20.0,25.0,15.0,15.0,15.0,10.0,[16-20],[21-100],[0-15],[0-15],[0-15],[0-15],7.0,9.0,9.0,8.0,9.0,[6-8],[9-10],[9-10],[6-8],[9-10],8.0,7.0,7.0,6.0,6.0,5.0,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],0.5,[0.33-1],4.0,4.0,3.0,[0-4],[4-9],[3-5],7.0,6.0,[6-8],[5-6],0.0,1,0,0
1176,0,4,female,30.0,30.0,0,[0-1],european/caucasian-american,other,0,3.0,5.0,[2-5],[2-5],masters of social work,20.0,25.0,25.0,15.0,5.0,10.0,[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],7.0,9.0,9.0,9.0,7.0,9.0,[6-8],[9-10],[9-10],[9-10],[6-8],[9-10],20.0,25.0,15.0,15.0,15.0,10.0,[16-20],[21-100],[0-15],[0-15],[0-15],[0-15],7.0,9.0,9.0,8.0,9.0,[6-8],[9-10],[9-10],[6-8],[9-10],5.0,8.0,8.0,5.0,8.0,3.0,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],0.32,[0-0.33],4.0,4.0,3.0,[0-4],[4-9],[3-5],7.0,6.0,[6-8],[5-6],0.0,0,0,0
1178,0,4,female,30.0,32.0,2,[2-3],european/caucasian-american,european/caucasian-american,1,3.0,5.0,[2-5],[2-5],masters of social work,30.0,10.0,30.0,20.0,10.0,0.0,[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],5.0,6.0,7.0,2.0,7.0,3.0,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],20.0,25.0,15.0,15.0,15.0,10.0,[16-20],[21-100],[0-15],[0-15],[0-15],[0-15],7.0,9.0,9.0,8.0,9.0,[6-8],[9-10],[9-10],[6-8],[9-10],5.0,8.0,8.0,6.0,5.0,3.0,[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],-0.08,[-1-0],4.0,4.0,3.0,[0-4],[4-9],[3-5],5.0,5.0,[0-5],[5-6],0.0,0,0,0
1179,0,4,female,30.0,26.0,4,[4-6],european/caucasian-american,european/caucasian-american,1,3.0,5.0,[2-5],[2-5],masters of social work,40.0,5.0,20.0,10.0,10.0,15.0,[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],6.0,7.0,8.0,8.0,7.0,7.0,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],20.0,25.0,15.0,15.0,15.0,10.0,[16-20],[21-100],[0-15],[0-15],[0-15],[0-15],7.0,9.0,9.0,8.0,9.0,[6-8],[9-10],[9-10],[6-8],[9-10],8.0,7.0,7.0,6.0,6.0,3.0,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],0.12,[0-0.33],4.0,4.0,3.0,[0-4],[4-9],[3-5],6.0,6.0,[6-8],[5-6],0.0,0,0,0
1180,0,4,female,30.0,27.0,3,[2-3],european/caucasian-american,european/caucasian-american,1,3.0,5.0,[2-5],[2-5],masters of social work,20.0,15.0,25.0,15.0,20.0,5.0,[16-20],[0-15],[21-100],[0-15],[16-20],[0-15],6.0,8.0,6.0,6.0,5.0,5.0,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],20.0,25.0,15.0,15.0,15.0,10.0,[16-20],[21-100],[0-15],[0-15],[0-15],[0-15],7.0,9.0,9.0,8.0,9.0,[6-8],[9-10],[9-10],[6-8],[9-10],7.0,7.0,8.0,7.0,9.0,5.0,[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],0.56,[0.33-1],4.0,4.0,3.0,[0-4],[4-9],[3-5],7.0,5.0,[6-8],[5-6],0.0,1,0,0
1181,0,4,female,30.0,25.0,5,[4-6],european/caucasian-american,black/african american,0,3.0,5.0,[2-5],[2-5],masters of social work,30.0,15.0,20.0,20.0,0.0,5.0,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],7.0,7.0,8.0,7.0,6.0,7.0,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],20.0,25.0,15.0,15.0,15.0,10.0,[16-20],[21-100],[0-15],[0-15],[0-15],[0-15],7.0,9.0,9.0,8.0,9.0,[6-8],[9-10],[9-10],[6-8],[9-10],8.0,8.0,8.0,6.0,6.0,2.0,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],-0.14,[-1-0],4.0,4.0,3.0,[0-4],[4-9],[3-5],6.0,4.0,[6-8],[0-4],0.0,0,1,0
1183,0,4,female,30.0,21.0,9,[7-37],european/caucasian-american,european/caucasian-american,1,3.0,5.0,[2-5],[2-5],masters of social work,19.0,24.0,21.0,23.0,5.0,8.0,[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],8.0,8.0,7.0,8.0,6.0,8.0,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],20.0,25.0,15.0,15.0,15.0,10.0,[16-20],[21-100],[0-15],[0-15],[0-15],[0-15],7.0,9.0,9.0,8.0,9.0,[6-8],[9-10],[9-10],[6-8],[9-10],7.0,6.0,6.0,5.0,6.0,5.0,[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],0.56,[0.33-1],4.0,4.0,3.0,[0-4],[4-9],[3-5],6.0,6.0,[6-8],[5-6],0.0,1,1,1
